customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5543-QDCRY,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,2,56.400001525878906,234.85000610351562,0
0297-RBCSG,1,0,0,0,19,1,0,0,0,1,0,1,0,1,1,1,0,65.3499984741211,1231.8499755859375,0
4694-PHWFW,0,0,0,1,8,1,0,2,0,0,0,0,0,1,0,0,3,19.950000762939453,170.89999389648438,0
0835-JKADZ,0,0,0,0,71,1,1,1,0,1,1,1,1,1,2,1,2,111.25,7984.14990234375,0
1907-UBQFC,1,1,0,0,10,1,0,1,0,1,0,0,0,0,0,1,2,72.8499984741211,688.6500244140625,1
7508-SMHXL,0,1,0,0,15,1,1,1,0,1,0,0,1,0,0,0,1,89.0,1288.300048828125,0
3865-YIOTT,1,0,1,1,72,1,1,1,1,0,1,0,1,1,1,1,0,106.0999984741211,7848.5,0
5993-BQHEA,1,0,0,0,12,1,0,2,0,0,0,0,0,1,1,0,1,20.049999237060547,267.0,0
6024-RUGGH,1,0,1,1,72,1,1,2,0,0,0,0,0,1,2,1,0,25.200000762939453,1798.9000244140625,0
6513-EECDB,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,73.55000305175781,73.55000305175781,1
3956-CJUST,0,1,0,0,23,1,0,1,1,0,0,0,0,0,0,1,0,75.4000015258789,1643.550048828125,0
4079-WWQQQ,1,0,0,0,72,0,0,0,1,1,1,1,1,1,2,1,0,65.55000305175781,4807.4501953125,0
6103-BOCOU,0,0,0,0,26,1,1,1,0,0,1,0,0,0,0,1,2,80.69999694824219,2193.0,0
5149-TGWDZ,0,0,0,0,21,1,0,1,0,1,1,1,1,1,1,1,3,104.55000305175781,2239.39990234375,0
7471-WNSUF,1,0,1,0,60,1,1,2,0,0,0,0,0,1,1,0,0,24.149999618530273,1505.9000244140625,0
8942-DBMHZ,1,0,0,0,12,1,0,2,0,0,0,0,0,1,0,0,3,20.450000762939453,255.35000610351562,0
4301-VVZKA,1,0,1,0,16,1,1,1,0,0,0,0,0,0,0,1,2,75.4000015258789,1189.4000244140625,0
9199-PWQVC,0,0,1,0,63,1,1,0,1,1,0,0,1,1,1,1,1,79.69999694824219,4786.14990234375,0
4824-GUCBY,0,1,0,0,22,1,0,1,1,1,0,0,0,0,0,0,2,81.69999694824219,1820.9000244140625,0
5393-HJZSM,0,0,1,1,32,1,0,0,1,1,1,1,0,1,0,0,0,76.30000305175781,2404.14990234375,0
7074-IEVOJ,0,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,2,79.4000015258789,205.0500030517578,1
9625-QSTYE,0,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,2,81.1500015258789,952.2999877929688,1
0862-PRCBS,0,0,1,1,68,1,1,1,0,1,0,1,1,1,2,1,1,103.75,7039.4501953125,0
8812-ZRHFP,0,0,1,1,30,1,0,1,0,0,1,0,0,1,1,0,2,86.44999694824219,2538.050048828125,0
5146-CBVOE,0,0,0,0,16,1,0,1,0,1,0,0,0,0,0,0,0,75.0999984741211,1212.8499755859375,0
0454-OKRCT,1,0,0,0,33,1,0,1,0,1,0,1,0,0,2,0,0,80.5999984741211,2651.10009765625,0
5787-KXGIY,1,0,1,0,72,1,0,2,0,0,0,0,0,1,2,0,1,19.299999237060547,1304.800048828125,0
4750-ZRXIU,0,1,0,0,4,1,1,1,0,0,0,0,0,1,0,1,2,84.5999984741211,360.1000061035156,1
4198-VFOEA,0,0,0,0,12,0,0,0,1,0,0,1,0,0,1,1,3,33.599998474121094,435.45001220703125,0
6630-UJZMY,0,1,1,0,4,1,1,1,0,0,0,0,1,0,0,1,2,83.25,308.04998779296875,0
5709-LVOEQ,0,0,1,1,0,1,0,0,1,1,1,0,1,1,2,0,3,80.8499984741211,1404.6500244140625,0
6400-BWQKW,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,1,2,79.05000305175781,434.5,1
2692-AQCPF,0,0,1,0,65,1,1,1,0,1,1,1,1,1,1,1,1,108.05000305175781,7118.89990234375,0
0347-UBKUZ,0,0,0,0,15,1,0,2,0,0,0,0,0,1,0,0,3,19.899999618530273,320.45001220703125,0
0835-DUUIQ,0,0,0,1,24,1,0,2,0,0,0,0,0,1,1,0,0,21.049999237060547,531.5499877929688,0
0811-GSDTP,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,2,30.149999618530273,382.20001220703125,0
7567-ECMCM,1,0,0,0,24,1,0,1,0,0,0,0,0,1,0,1,1,79.8499984741211,2001.0,0
6115-ZTBFQ,0,0,1,0,72,0,0,0,1,1,1,1,1,1,2,0,0,65.5,4919.7001953125,0
6353-BRMMA,0,0,1,1,54,1,1,1,1,1,0,0,1,1,0,1,0,104.0999984741211,5645.7998046875,0
6680-WKXRZ,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,74.4000015258789,215.8000030517578,1
6231-WFGFH,1,0,1,1,4,1,0,2,0,0,0,0,0,1,0,1,3,20.5,77.5999984741211,0
9904-EHEVJ,0,1,1,1,32,1,1,1,0,0,1,0,1,0,0,1,3,91.3499984741211,2896.550048828125,0
7028-DVOIQ,1,1,0,0,35,1,1,1,0,0,1,0,1,1,0,1,2,99.05000305175781,3395.800048828125,1
6169-PPETC,1,0,1,1,35,1,0,2,0,0,0,0,0,1,2,0,0,20.5,759.3499755859375,0
4208-UFFGW,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.95000076293945,85.1500015258789,1
8584-KMVXD,0,0,0,0,8,1,0,1,0,1,0,0,0,0,0,0,2,75.5999984741211,535.5499877929688,0
8467-WYNSR,1,0,0,0,22,1,0,0,1,0,0,1,0,0,0,0,3,55.099998474121094,1253.1500244140625,0
0851-DFJKB,0,0,0,0,15,1,0,0,1,0,1,1,0,0,0,0,2,58.95000076293945,955.1500244140625,0
5382-SOYZL,1,0,0,0,22,1,1,1,0,0,0,0,1,1,0,1,2,95.0999984741211,2162.60009765625,0
9448-REEVD,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.70000076293945,44.70000076293945,1
3261-CQXOL,0,0,1,1,71,1,1,2,0,0,0,0,0,1,2,0,0,25.450000762939453,1813.3499755859375,0
8388-FYNPZ,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,2,56.75,245.14999389648438,0
4002-BQWPQ,1,0,0,0,25,1,1,0,1,1,1,1,0,1,0,0,0,81.75,2028.800048828125,0
5651-YLPRD,0,0,1,1,32,1,0,1,0,1,0,0,1,0,0,1,2,86.0999984741211,2723.75,0
2826-DXLQO,1,1,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,29.799999237060547,220.4499969482422,0
4378-BZYFP,1,0,0,0,17,1,0,2,0,0,0,0,0,1,1,1,3,20.5,365.79998779296875,0
9489-UTFKA,1,1,1,0,8,1,0,0,1,0,0,0,1,0,0,0,0,60.900001525878906,551.9500122070312,0
4849-PYRLQ,0,1,0,0,56,1,1,0,1,0,1,1,0,1,2,0,0,73.25,4054.199951171875,0
9117-SHLZX,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.70000076293945,45.70000076293945,1
9889-TMAHG,1,1,0,0,8,1,0,1,1,0,0,1,1,1,0,0,1,100.30000305175781,832.3499755859375,1
4541-RMRLG,1,0,0,0,7,1,0,2,0,0,0,0,0,1,0,0,2,19.25,112.30000305175781,1
7764-BDPEE,1,0,0,1,3,1,0,2,0,0,0,0,0,1,0,0,3,20.850000381469727,60.650001525878906,0
3429-IFLEM,0,0,0,0,71,1,0,0,1,1,1,1,1,0,2,0,1,77.3499984741211,5550.10009765625,0
3158-MOERK,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,1,2,96.0,174.8000030517578,1
7294-TMAOP,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,2,90.55000305175781,90.55000305175781,1
5002-GCQFH,1,0,1,0,49,1,1,1,1,1,0,0,1,0,0,1,0,93.8499984741211,4733.10009765625,0
0556-FJEGU,1,0,0,0,58,1,0,0,0,1,1,1,1,0,2,0,0,70.0999984741211,4048.949951171875,0
8919-FYFQZ,1,1,1,0,44,0,0,0,0,1,0,0,0,0,0,1,2,30.350000381469727,1359.699951171875,1
0604-THJFP,0,0,1,1,59,1,0,0,0,1,0,1,1,1,2,1,1,75.94999694824219,4542.35009765625,0
2834-JRTUA,1,0,0,0,71,1,1,1,1,0,1,1,1,1,2,1,2,108.05000305175781,7532.14990234375,1
5875-YPQFJ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9000015258789,69.9000015258789,1
5879-SESNB,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,2,75.25,888.6500244140625,0
6646-QVXLR,1,1,1,0,62,1,1,1,0,1,1,0,1,1,1,1,2,103.75,6383.35009765625,1
6461-PPAXN,0,0,1,1,35,1,0,0,1,0,0,1,0,0,1,1,0,54.95000076293945,1916.0,0
3318-ISQFQ,0,0,0,0,20,1,0,2,0,0,0,0,0,1,0,1,0,19.5,413.0,0
1106-HRLKZ,1,0,1,1,40,1,0,2,0,0,0,0,0,1,2,0,3,19.600000381469727,808.9500122070312,0
2483-XSSMZ,0,0,0,0,39,1,0,0,1,0,0,0,0,0,1,1,2,47.849998474121094,1886.4000244140625,0
8603-IJWDN,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2,86.5999984741211,86.5999984741211,1
8165-ZJRNM,0,0,1,1,72,1,1,2,0,0,0,0,0,1,2,0,0,23.75,1679.25,0
9369-XFEHK,0,1,1,0,33,1,1,1,0,1,0,0,0,0,0,1,0,80.5999984741211,2656.5,1
2604-XVDAM,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.79999923706055,540.9500122070312,0
3717-OFRTN,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,19.75,19.75,0
9046-JBFWA,1,0,0,1,27,1,0,2,0,0,0,0,0,1,0,0,3,19.149999618530273,537.3499755859375,0
3280-NMUVX,1,0,1,1,34,1,0,2,0,0,0,0,0,1,1,0,1,19.600000381469727,678.7999877929688,0
1206-EHBDD,0,0,1,0,56,1,0,1,1,0,1,0,0,0,2,0,0,80.30000305175781,4513.64990234375,0
8361-LBRDI,0,0,0,0,58,1,1,2,0,0,0,0,0,1,2,0,1,24.350000381469727,1423.8499755859375,0
4883-KCPZJ,0,0,1,1,22,1,1,2,0,0,0,0,0,1,2,0,1,25.25,555.4000244140625,0
9108-EQPNQ,0,0,1,1,10,1,1,2,0,0,0,0,0,1,2,0,1,26.100000381469727,225.5500030517578,0
7277-KAMWT,1,0,0,0,13,1,0,2,0,0,0,0,0,1,2,0,1,20.0,268.45001220703125,0
3842-IYKUE,0,0,0,0,35,1,1,1,0,1,0,1,0,0,0,0,1,85.30000305175781,2917.5,1
6641-XRPSU,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.10009765625,1
1374-DMZUI,0,1,0,0,4,1,1,1,0,0,0,0,1,1,0,1,2,94.30000305175781,424.45001220703125,1
2545-LXYVJ,1,0,1,0,72,1,0,2,0,0,0,0,0,1,2,0,0,20.700000762939453,1492.0999755859375,0
3234-VKACU,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,2,70.30000305175781,132.39999389648438,0
8357-EQXFO,0,0,0,0,7,1,0,1,0,0,1,0,1,1,0,1,2,95.3499984741211,660.9000244140625,1
1989-PRJHP,1,1,1,0,27,1,1,1,0,0,0,0,0,0,0,1,2,75.5,1893.949951171875,1
8120-JDCAM,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,69.55000305175781,284.8999938964844,0
8917-FAEMR,0,0,0,0,37,1,0,2,0,0,0,0,0,1,2,0,3,19.850000381469727,784.25,0
7047-YXDMZ,1,0,0,0,21,1,0,2,0,0,0,0,0,1,0,0,3,20.0,417.70001220703125,0
2858-EIMXH,0,1,1,0,53,1,1,1,0,0,0,0,1,1,1,1,1,95.8499984741211,5016.25,0
9524-EGPJC,0,0,0,0,18,1,1,1,0,0,0,1,0,1,0,1,2,90.0999984741211,1612.75,1
6993-OHLXR,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.94999694824219,119.75,1
8818-XYFCQ,1,0,1,1,32,1,1,1,1,0,0,0,1,1,0,1,1,99.55000305175781,3204.64990234375,1
6419-ZTTLE,1,1,1,0,23,1,0,2,0,0,0,0,0,1,1,1,2,20.75,485.20001220703125,0
0929-HYQEW,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,3,50.150001525878906,160.85000610351562,0
6614-YOLAC,0,0,1,1,71,0,0,0,1,1,0,1,1,1,2,0,3,58.650001525878906,4145.25,0
7426-RHZGU,1,0,0,0,9,1,0,1,0,0,0,1,1,1,0,1,0,95.9000015258789,827.4500122070312,0
4065-JJAVA,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,49.5,49.5,0
4695-VADHF,1,0,1,1,18,1,0,0,0,0,1,0,0,1,0,0,2,57.45000076293945,990.8499755859375,1
3863-IUBJR,1,0,1,1,12,1,0,0,0,0,0,0,0,1,1,0,1,53.650001525878906,696.3499755859375,1
7649-SIJJF,1,0,1,0,71,1,1,0,1,1,1,1,0,1,2,1,3,80.0999984741211,5585.39990234375,0
9361-YNQWJ,0,0,0,0,64,1,1,2,0,0,0,0,0,1,1,1,0,24.399999618530273,1601.199951171875,0
3748-FVMZZ,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,2,40.04999923706055,162.4499969482422,0
9391-TTOYH,0,0,0,0,23,1,0,2,0,0,0,0,0,1,0,1,3,19.5,470.20001220703125,0
1452-XRSJV,0,0,1,1,39,1,0,0,1,0,0,0,0,0,0,0,1,51.04999923706055,2066.0,0
3422-WJOYD,1,0,1,0,28,1,0,0,1,0,0,1,0,0,1,0,3,54.349998474121094,1426.449951171875,0
8242-SOQUO,0,1,0,0,5,1,0,1,0,1,0,0,1,0,0,1,2,84.69999694824219,392.5,0
7460-ITWWP,0,1,1,0,45,1,0,1,0,0,1,0,0,1,0,1,2,86.0999984741211,3861.449951171875,0
7147-AYBAA,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.3499984741211,2552.89990234375,0
7868-TMWMZ,0,1,1,0,60,1,0,1,1,1,1,1,1,1,2,1,0,110.0,6668.35009765625,0
4822-RVYBB,1,1,0,0,8,1,1,1,0,0,1,0,1,1,0,1,2,100.5999984741211,819.4000244140625,1
6732-FZUGP,0,0,0,0,47,1,1,1,1,0,1,0,1,0,1,0,1,94.9000015258789,4615.25,0
8436-BJUMM,1,0,1,1,26,1,1,1,0,0,0,0,1,0,0,1,2,83.75,2070.60009765625,1
4184-TJFAN,0,1,1,1,3,1,0,1,1,0,0,1,1,0,0,1,3,88.30000305175781,273.75,1
8329-GWVPJ,0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.699951171875,0
1352-VHKAJ,1,0,1,1,27,1,1,0,0,0,0,1,1,1,0,0,0,71.5999984741211,1957.0999755859375,0
4145-UQXUQ,0,1,0,0,8,1,0,1,0,0,1,0,1,1,0,1,2,92.0999984741211,729.9500122070312,1
2632-TACXW,0,0,1,0,62,1,1,2,0,0,0,0,0,1,2,0,0,23.649999618530273,1416.75,0
8146-QQKZH,0,0,1,0,71,1,0,0,1,0,1,1,1,1,2,0,0,81.8499984741211,5924.39990234375,0
1767-CJKBA,1,0,0,0,66,1,1,2,0,0,0,0,0,1,2,0,3,25.100000381469727,1697.699951171875,0
6445-TNRXS,1,0,1,1,68,1,1,1,1,1,1,1,1,1,2,1,0,114.69999694824219,7849.85009765625,0
4581-LNWUM,0,0,0,0,13,0,0,0,0,0,1,0,1,1,0,0,2,49.150001525878906,649.4000244140625,0
4869-EPIUS,1,0,1,0,56,1,0,1,0,0,0,0,0,1,1,1,2,80.9000015258789,4557.5,0
9948-YPTDG,1,0,1,0,38,1,0,1,1,1,0,0,0,0,0,1,2,79.44999694824219,3013.050048828125,1
1236-WFCDV,1,1,0,0,14,1,0,1,0,0,0,0,1,1,0,0,1,90.44999694824219,1266.0999755859375,1
1915-OAKWD,0,0,0,1,16,1,0,2,0,0,0,0,0,1,1,1,0,19.299999237060547,360.3500061035156,0
7296-PIXQY,0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.19999694824219,1046.5,0
4883-QICIH,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.89990234375,1
3354-OADJP,0,0,0,0,8,1,0,0,1,0,0,1,0,0,1,0,0,54.25,447.75,0
3524-WQDSG,0,0,1,1,43,1,1,1,0,0,1,0,1,1,0,1,0,99.30000305175781,4209.9501953125,0
0810-DHDBD,0,0,0,0,52,1,1,0,1,0,1,1,1,0,1,0,1,74.0,3877.64990234375,0
4026-SKKHW,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,3,50.25,152.3000030517578,0
2829-HYVZP,1,0,0,0,29,1,0,2,0,0,0,0,0,1,1,1,3,19.799999237060547,572.2000122070312,0
8329-IBCTI,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,19.649999618530273,19.649999618530273,1
1271-SJBGZ,1,1,0,0,12,0,0,0,0,0,1,1,0,1,0,1,2,43.650001525878906,526.9500122070312,1
3845-JHAMY,0,0,1,1,16,0,0,0,0,0,0,0,0,1,0,1,1,35.5,552.7000122070312,0
7013-PSXHK,0,0,0,0,40,1,1,0,0,0,1,1,1,1,1,1,3,80.75,3208.64990234375,0
5669-SRAIP,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,2,39.5,210.75,1
5981-ITEMU,1,0,1,0,40,1,1,1,0,0,0,0,1,1,0,1,0,97.0999984741211,3706.949951171875,1
3486-NPGST,0,0,0,0,36,1,0,2,0,0,0,0,0,1,1,0,3,19.549999237060547,620.75,0
6941-PMGEP,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,1,2,80.0,412.5,1
1624-WOIWJ,0,0,0,0,10,1,0,1,1,0,0,0,1,0,0,1,3,84.69999694824219,832.0499877929688,1
2074-GKOWZ,1,0,1,1,2,1,0,1,0,0,0,0,1,1,0,1,0,89.55000305175781,185.5500030517578,1
0376-YMCJC,1,0,0,0,23,1,1,1,0,0,0,1,1,0,0,1,2,90.5999984741211,1943.199951171875,1
6100-FJZDG,1,0,1,1,26,1,0,2,0,0,0,0,0,1,1,1,0,20.049999237060547,505.8999938964844,0
4829-ZLJTK,0,1,1,0,72,1,1,1,1,1,1,0,1,1,2,1,2,112.4000015258789,8046.85009765625,0
1730-VFMWO,0,0,1,0,34,1,0,0,0,0,0,1,0,0,0,0,0,50.20000076293945,1815.300048828125,0
7143-BQIBA,1,0,0,0,10,1,0,0,1,0,0,1,1,0,0,0,0,62.25,612.9500122070312,0
3800-LYTRK,0,0,0,0,14,1,0,0,1,0,0,1,0,0,1,0,3,55.70000076293945,795.1500244140625,0
0634-SZPQA,0,0,0,0,23,1,1,1,1,0,0,0,1,0,0,1,0,90.05000305175781,2169.800048828125,1
9646-NMHXE,1,0,1,0,47,1,0,2,0,0,0,0,0,1,2,0,3,19.649999618530273,973.0999755859375,0
7030-NJVDP,1,0,1,0,24,1,0,1,1,0,0,1,0,1,0,1,2,89.25,2210.199951171875,0
5536-RTPWK,1,0,1,0,49,1,1,1,0,1,0,0,1,1,0,1,0,99.05000305175781,4853.75,1
8883-GRDWQ,1,1,0,0,20,1,0,0,1,0,0,1,0,0,1,0,3,54.0,1055.9000244140625,0
6166-ILMNY,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.5500030517578,1
3097-NNSPB,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,49.04999923706055,91.0999984741211,1
7771-ZONAT,1,0,0,0,22,0,0,0,0,0,1,1,1,1,2,0,0,56.75,1304.8499755859375,0
0655-RBDUG,1,0,0,0,7,1,1,1,0,0,1,0,1,1,0,1,0,98.05000305175781,713.0,1
2111-DWYHN,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,21.100000381469727,21.100000381469727,0
4194-WHFCB,0,0,1,1,59,1,1,1,0,1,0,1,0,1,0,1,0,96.6500015258789,5580.7998046875,0
4121-AGSIN,0,0,1,1,58,1,1,2,0,0,0,0,0,1,1,1,1,24.5,1497.9000244140625,0
4361-BKAXE,0,0,0,0,41,1,1,1,1,1,1,1,1,1,0,1,0,114.5,4527.4501953125,1
9845-PEEKO,0,1,0,0,59,1,1,1,0,1,0,0,0,0,2,1,1,79.19999694824219,4590.35009765625,0
0455-XFASS,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55000305175781,200.1999969482422,0
0301-KOBTQ,1,0,0,0,32,1,0,2,0,0,0,0,0,1,2,1,0,20.049999237060547,614.4500122070312,0
1751-NCDLI,1,1,1,0,46,1,1,1,0,0,1,0,1,1,0,1,2,98.8499984741211,4564.89990234375,0
4367-NUYAO,1,0,1,1,0,1,1,2,0,0,0,0,0,1,2,0,3,25.75,1404.6500244140625,0
9878-TNQGW,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,80.94999694824219,171.14999389648438,1
9170-ARBTB,0,0,1,1,52,1,0,2,0,0,0,0,0,1,1,0,1,19.600000381469727,1012.4000244140625,0
4441-NIHPT,0,1,0,0,13,1,0,1,0,0,1,0,0,0,0,1,2,74.30000305175781,940.3499755859375,1
8999-BOHSE,0,1,0,0,11,1,0,1,0,0,0,0,1,1,0,0,0,89.69999694824219,1047.699951171875,1
7241-AJHFS,1,0,0,0,32,1,1,1,1,0,0,1,0,0,0,0,0,87.6500015258789,2766.39990234375,0
7029-RPUAV,1,1,1,0,17,1,1,1,0,0,1,0,1,1,0,1,1,100.44999694824219,1622.449951171875,1
4546-FOKWR,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,1,1,74.75,1129.3499755859375,0
9036-CSKBW,0,0,0,0,51,1,1,1,1,1,1,0,1,1,1,0,0,107.44999694824219,5680.89990234375,0
5832-TRLPB,1,0,0,0,29,1,0,0,0,0,1,1,1,1,1,1,0,75.3499984741211,2243.89990234375,0
8590-YFFQO,1,0,1,0,70,1,0,0,1,1,1,1,0,0,2,0,1,64.94999694824219,4523.25,0
8659-IOOPU,0,0,1,1,71,1,1,1,1,0,1,1,0,1,2,0,2,100.44999694824219,7159.7001953125,0
1338-CECEE,1,0,1,1,41,1,1,0,0,1,1,0,1,0,1,0,0,68.5,2839.949951171875,0
7439-DKZTW,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,80.55000305175781,80.55000305175781,0
4646-QZXTF,0,0,1,0,7,1,0,0,1,0,1,1,1,1,0,0,0,81.25,580.0999755859375,0
4607-CHPCA,1,0,1,1,25,1,0,1,0,0,0,0,1,1,1,1,2,90.4000015258789,2178.60009765625,1
9742-XOKTS,1,0,1,1,67,1,1,1,1,1,0,1,0,0,1,0,2,89.55000305175781,6038.5498046875,0
6921-OZMFH,1,0,1,1,5,1,1,0,0,0,0,1,0,0,0,1,3,55.70000076293945,259.3999938964844,0
9578-FOMUK,1,0,0,1,15,1,1,2,0,0,0,0,0,1,0,1,2,24.799999237060547,324.1499938964844,0
4712-UYOOI,0,0,1,1,20,1,0,2,0,0,0,0,0,1,0,0,2,20.0,417.6499938964844,0
8824-RWFXJ,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,1,3,56.150001525878906,168.14999389648438,1
7722-CVFXN,1,0,1,1,54,1,1,1,0,1,0,1,1,1,1,1,2,105.19999694824219,5637.85009765625,0
8717-VCTXJ,1,0,0,0,42,1,0,2,0,0,0,0,0,1,1,1,3,19.549999237060547,839.4000244140625,0
7363-QTBIW,0,0,1,0,9,1,0,1,0,0,0,0,0,1,0,1,2,79.75,769.0999755859375,0
4159-NAAIX,0,0,0,0,63,1,1,1,0,1,0,0,1,1,2,0,0,97.44999694824219,6253.0,0
0971-QIFJK,0,0,1,0,69,1,1,2,0,0,0,0,0,1,2,0,0,24.25,1641.800048828125,0
9397-TZSHA,0,0,0,0,69,1,1,2,0,0,0,0,0,1,2,0,1,24.600000381469727,1678.050048828125,0
3391-JSQEW,1,0,1,0,40,1,0,0,0,1,0,0,0,0,0,1,3,50.150001525878906,2058.5,0
0343-QLUZP,1,0,0,0,60,0,0,0,1,1,1,0,0,0,2,0,0,39.599998474121094,2424.5,0
9763-PDTKK,0,0,0,0,4,1,0,1,1,0,1,1,0,1,0,1,0,94.4000015258789,387.20001220703125,1
2176-LVPNX,0,1,0,0,71,1,1,0,1,1,1,1,1,1,2,0,3,89.8499984741211,6293.4501953125,0
7627-JKIAZ,0,0,1,0,37,1,1,1,0,0,1,0,0,0,0,1,1,78.94999694824219,2839.64990234375,1
3312-UUMZW,1,0,1,0,32,1,1,1,0,1,0,0,1,1,0,1,1,98.8499984741211,3145.89990234375,0
1271-UODNO,1,0,0,0,39,1,1,0,0,0,0,1,0,0,2,1,1,53.849998474121094,2200.699951171875,0
8461-EFQYM,0,0,0,0,38,1,1,2,0,0,0,0,0,1,1,1,2,24.25,914.4000244140625,0
6900-RBKER,1,0,0,0,52,1,1,1,0,0,1,0,0,1,2,1,1,89.44999694824219,4577.75,0
6891-JPYFF,0,0,1,1,48,1,1,1,1,1,0,0,1,1,0,1,1,105.25,4997.5,0
1459-QNFQT,1,0,1,1,70,0,0,0,1,0,1,1,1,1,2,0,0,59.5,4144.7998046875,0
1047-NNCBF,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55000305175781,1493.550048828125,0
3696-XRIEN,0,0,0,0,50,1,1,0,1,0,1,1,1,1,1,1,1,82.5,4179.10009765625,0
4081-DYXAV,0,0,0,0,19,0,0,0,0,0,0,0,1,1,1,1,1,44.849998474121094,893.5499877929688,1
0074-HDKDG,1,0,1,1,25,1,0,0,1,1,1,0,0,0,1,1,0,61.599998474121094,1611.0,0
8791-GFXLZ,1,0,0,0,12,1,0,0,0,1,0,0,0,0,0,1,0,49.04999923706055,593.0499877929688,0
8111-SLLHI,1,1,1,0,39,1,1,1,0,1,1,0,1,1,0,1,2,105.6500015258789,4284.7998046875,1
0927-LCSMG,1,0,0,0,7,1,0,1,0,0,1,0,0,0,0,0,3,74.6500015258789,544.5499877929688,1
9330-DHBFL,0,0,1,1,23,1,0,0,1,1,1,1,0,0,1,1,3,66.25,1533.800048828125,0
0098-BOWSO,1,0,0,0,27,1,0,2,0,0,0,0,0,1,0,1,2,19.399999618530273,529.7999877929688,0
3452-ABWRL,1,1,0,0,47,1,1,1,0,0,0,0,1,0,0,1,1,86.05000305175781,3865.60009765625,0
5859-HZYLF,1,0,1,1,26,1,0,2,0,0,0,0,0,1,2,1,1,19.149999618530273,515.75,0
8257-RZAHR,0,0,1,0,14,1,1,0,1,0,0,0,1,0,0,1,0,64.69999694824219,941.0,1
5293-WXJAK,0,1,1,0,11,1,1,1,0,0,1,1,1,1,0,1,0,104.05000305175781,1133.6500244140625,1
3156-QLHBO,1,0,0,1,2,1,0,2,0,0,0,0,0,1,0,0,3,19.25,48.349998474121094,0
2208-NQBCT,0,0,1,1,26,1,0,1,1,1,0,0,0,0,0,0,2,81.94999694824219,2070.050048828125,0
1779-PWPMG,0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,1,0,114.6500015258789,8333.9501953125,0
6621-NRZAK,0,0,1,1,63,1,0,2,0,0,0,0,0,1,2,0,1,20.0,1209.25,0
0831-JNISG,1,0,1,1,71,1,0,2,0,0,0,0,0,1,2,0,3,19.799999237060547,1396.25,0
